"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","birthplace","birthplace:confidence","date_of_birth","date_of_birth:confidence","race_ethnicity","race_ethnicity:confidence","religion","religion:confidence","sexual_orientation","sexual_orientation:confidence"
670454414,"FALSE","finalized",3,"2/10/15 2:05","Parma, Emilia-Romagna, Italy",1,"16-Mar-41",1,"White",1,"Na",1,"Straight",1
670454415,"FALSE","finalized",3,"2/10/15 1:51","Baltimore, Md",1,"6-Apr-42",1,"White",1,"Jewish",0.6667,"Straight",1
670454416,"FALSE","finalized",3,"2/10/15 2:07","New York City",1,"15-Sep-46",1,"White",1,"Atheist",1,"Straight",1
670454417,"FALSE","finalized",3,"2/10/15 1:55","Lynwood, Ca",1,"18-Jan-55",1,"White",1,"Baptist",1,"Straight",1
670454418,"FALSE","finalized",3,"2/10/15 2:11","Baldwin, Ny",1,"22-Feb-44",1,"White",1,"Na",1,"Straight",1
670454419,"FALSE","finalized",3,"2/10/15 1:55","San Francisco, Ca",1,"31-May-30",1,"White",1,"Na",1,"Straight",1
670454420,"FALSE","finalized",3,"2/10/15 3:48","Cincinnati, Oh",1,"18-Dec-46",1,"White",1,"Jewish",1,"Straight",1
670454421,"FALSE","finalized",3,"2/10/15 2:14","Chicago, Il",1,"14-May-52",1,"White",1,"Roman Catholic",1,"Straight",1
670454422,"FALSE","finalized",3,"2/10/15 2:11","Peekskill, Ny",1,"3-Jan-56",1,"White",1,"Roman Catholic",1,"Straight",1
670454423,"FALSE","finalized",3,"2/10/15 2:19","Ryde, Isle of Wight, England",1,"6-Jan-54",1,"White",1,"Na",1,"Straight",1
670454424,"FALSE","finalized",3,"2/10/15 1:53","Kapuskasing, Ontario, Canada",1,"16-Aug-54",1,"White",1,"Atheist",0.6667,"Straight",1
670454425,"FALSE","finalized",3,"2/10/15 3:55","Cincinnati, Oh",1,"18-Dec-46",1,"White",1,"Jewish",1,"Straight",1
670454426,"FALSE","finalized",3,"2/10/15 3:45","Reading, Berkshire, England",1,"1-Aug-65",1,"White",1,"Na",1,"Straight",1
670454427,"FALSE","finalized",3,"2/10/15 2:00","Atlanta, Ga",1,"14-Jan-63",1,"White",1,"Atheist",1,"Straight",1
670454428,"FALSE","finalized",3,"2/10/15 3:51","Duncan, Ok",1,"1-Mar-54",1,"White",1,"Na",1,"Straight",1
670454429,"FALSE","finalized",3,"2/10/15 2:04","Paris, France",1,"18-Aug-33",1,"White",1,"See Note",0.3333,"Straight",1
670454430,"FALSE","finalized",3,"2/10/15 2:09","Wellington, New Zealand",1,"31-Oct-61",1,"White",1,"Na",1,"Straight",1
670454431,"FALSE","finalized",3,"2/10/15 2:00","San Francisco, Ca",1,"31-May-30",1,"White",1,"Na",1,"Straight",1
670454432,"FALSE","finalized",3,"2/10/15 2:09","Pingtung, Taiwan",1,"23-Oct-54",1,"Asian",1,"Na",1,"Straight",1
670454433,"FALSE","finalized",3,"2/10/15 1:43","Flushing, Ny",1,"17-Nov-42",1,"White",1,"Roman Catholic",1,"Straight",1
670454434,"FALSE","finalized",3,"2/10/15 2:05","St. Louis Park, Mn",1,"21-Sep-57",1,"White",1,"Jewish",1,"Straight",1
670454435,"TRUE","golden",81,,"Manchester, England",1,"20-Oct-56",1,"White",1,"Roman Catholic",0.9624,"Straight",1
670454436,"FALSE","finalized",3,"2/10/15 1:46","San Carlos, Ca",1,"27-Nov-51",1,"White",1,"Na",1,"Straight",1
670454437,"FALSE","finalized",3,"2/10/15 1:56","London, England",1,"1972",1,"White",1,"Na",1,"Na",1
670454438,"FALSE","finalized",3,"2/10/15 3:57","Paris, France",1,"29-Mar-67",1,"White",1,"Jewish",1,"Straight",1
670454439,"FALSE","finalized",3,"2/10/15 2:04","Pingtung, Taiwan",1,"23-Oct-54",1,"Asian",1,"Na",1,"Straight",1
670454440,"FALSE","finalized",3,"2/10/15 2:04","Rorschach, Switzerland",1,"23-Jul-1884",1,"White",1,"Na",1,"Bisexual",1
670454441,"FALSE","finalized",3,"2/10/15 1:58","Columbus, Oh",1,"29-Mar-1889",1,"White",1,"Na",1,"Straight",1
670454442,"FALSE","finalized",3,"2/10/15 2:41","London, England",1,"10-Apr-1868",1,"White",1,"Na",0.6897,"Straight",1
670454443,"FALSE","finalized",3,"2/10/15 2:04","Philadelphia, Pa",1,"28-Apr-1878",1,"White",1,"Roman Catholic",1,"Straight",1
670454444,"FALSE","finalized",3,"2/10/15 1:59","Kansas City, Mo",1,"1-Apr-1885",1,"White",1,"Na",1,"Straight",1
670454445,"FALSE","finalized",3,"2/10/15 2:19","Victoria Hotel, Scarborough, Yorkshire, England",1,"1-Jul-1899",1,"White",1,"Roman Catholic",1,"Gay",1
670454446,"FALSE","finalized",3,"2/10/15 2:08","Cadiz, Oh",1,"1-Feb-1901",1,"White",1,"Na",1,"Straight",1
670454447,"FALSE","finalized",3,"2/10/15 2:05","Tunbridge Wells, Kent, England",1,"11-Dec-1883",1,"White",1,"Anglican/episcopalian",1,"Straight",1
670454448,"FALSE","finalized",3,"2/10/15 2:06","Lviv, Ukraine",1,"22-Sep-1895",1,"White",1,"Jewish",1,"Straight",1
670454449,"FALSE","finalized",3,"2/10/15 4:07","Milwaukee, Wi",1,"5-Apr-1900",1,"White",1,"Roman Catholic",1,"Straight",1
670454450,"FALSE","finalized",3,"2/10/15 2:06","Milwaukee, Wi",1,"5-Apr-1900",1,"White",1,"Roman Catholic",1,"Straight",1
670454451,"FALSE","finalized",3,"2/10/15 2:00","Withington, Manchester, England",1,"18-Mar-05",1,"White",1,"Na",1,"Straight",1
670454452,"FALSE","finalized",3,"2/10/15 2:12","Indiana, Pa",1,"20-May-08",1,"White",1,"Presbyterian",1,"Straight",1
670454453,"FALSE","finalized",3,"2/10/15 3:48","Helena, Mt",1,"7-May-1901",1,"White",1,"Roman Catholic",1,"Straight",1
670454454,"FALSE","finalized",3,"2/10/15 1:51","Manhattan, Ny",1,"17-Jul-1899",1,"White",1,"Roman Catholic",1,"Straight",1
670454455,"FALSE","finalized",3,"2/10/15 2:05","Budapest, Hungary",1,"26-May-1887",1,"White",1,"Na",1,"Straight",1
670454456,"FALSE","finalized",3,"2/10/15 2:03","Tacoma, Wa",1,"3-May-1903",1,"White",1,"Roman Catholic",0.6667,"Straight",1
670454457,"FALSE","finalized",3,"2/10/15 2:41","Neath, Wales",1,"3-Jan-07",1,"White",1,"Na",0.6897,"Straight",1
670454458,"FALSE","finalized",3,"2/10/15 1:59","Racine, Wi",1,"31-Aug-1897",1,"White",1,"Na",1,"Straight",1
670454459,"FALSE","finalized",3,"2/10/15 2:02","Richmond, Surrey, England",1,"9-Feb-1891",1,"White",1,"Na",1,"Straight",1
670454460,"FALSE","finalized",3,"2/10/15 2:03","Dorking, Surrey, England",1,"22-May-07",1,"White",1,"Na",1,"Bisexual",1
670454461,"FALSE","finalized",3,"2/10/15 4:06","Philadelphia, Pa",1,"9-Dec-11",1,"White",1,"Na",1,"Straight",1
670454462,"FALSE","finalized",3,"2/10/15 1:53","Santurce, Puerto Rico",1,"8-Jan-09",1,"Hispanic",1,"Na",1,"Straight",1
670454463,"FALSE","finalized",3,"2/10/15 2:05","New York City",1,"25-Dec-1899",1,"White",1,"Na",1,"Straight",1
670454464,"TRUE","golden",95,,"Helena, Mt",1,"7-May-1901",1,"White",1,"Roman Catholic",1,"Straight",1
670454465,"FALSE","finalized",3,"2/10/15 1:46","O'fallon, Il",1,"17-Apr-18",1,"White",1,"Na",1,"Straight",1
670454466,"FALSE","finalized",3,"2/10/15 1:53","Omaha, Ne",1,"3-Apr-24",1,"White",1,"Deist",1,"Bisexual",1
670454467,"FALSE","finalized",3,"2/10/15 2:02","Hamden, Ct",1,"24-Jan-17",1,"White",1,"Na",1,"Straight",1
670454468,"FALSE","finalized",3,"2/10/15 2:02","Vladivostok, Russia",1,"11-Jul-20",1,"White",1,"Na",1,"Straight",1
670454469,"FALSE","finalized",3,"2/10/15 2:03","London, England",1,"2-Apr-14",1,"White",1,"Roman Catholic",1,"Bisexual",1
670454470,"FALSE","finalized",3,"2/10/15 2:03","London, England",1,"1-Mar-09",1,"White",1,"Na",1,"Straight",1
670454471,"FALSE","finalized",3,"2/10/15 3:50","Evanston, Il",1,"4-Oct-23",1,"White",1,"Protestant",1,"Straight",1
670454472,"FALSE","finalized",3,"2/10/15 2:01","New York City",1,"2-Nov-13",1,"White",1,"Protestant",1,"Straight",1
670454473,"FALSE","finalized",3,"2/10/15 2:11","Vienna, Austria",1,"8-Dec-30",1,"White",1,"Na",1,"Straight",1
670454474,"FALSE","finalized",3,"2/10/15 2:18","La Jolla, Ca",1,"5-Apr-16",1,"White",1,"Roman Catholic",1,"Straight",1
670454475,"FALSE","finalized",3,"2/10/15 2:03","Miami, Fl",1,"20-Feb-27",1,"Black",1,"Deist",1,"Straight",1
670454476,"FALSE","finalized",3,"2/10/15 1:55","Huyton, Lancashire, England",1,"5-Mar-08",1,"White",1,"Na",1,"Straight",1
670454477,"FALSE","finalized",3,"2/10/15 3:48","New York City",1,"19-Feb-24",1,"White",1,"Na",1,"Straight",1
670454478,"FALSE","finalized",3,"2/10/15 1:53","Hurstpierpoint, West Sussex, England",1,"21-Jan-22",1,"White",1,"Na",1,"Straight",1
670454479,"FALSE","finalized",3,"2/10/15 1:51","Westhampton, Ny",1,"14-Apr-25",1,"White",1,"Lutheran",1,"Straight",1
670454480,"FALSE","finalized",3,"2/10/15 2:14","La Jolla, Ca",1,"9-Sep-23",1,"White",1,"Na",1,"Straight",1
670454481,"FALSE","finalized",3,"2/10/15 1:55","Winterset, Ia",1,"26-May-07",1,"White",1,"Roman Catholic",1,"Straight",1
670454482,"FALSE","finalized",3,"2/10/15 1:57","Wise, Va",1,"18-Oct-27",1,"White",1,"Na",1,"Straight",1
670454483,"FALSE","finalized",3,"2/10/15 2:01","San Bernardino, Ca",1,"30-Jan-30",1,"White",1,"Na",1,"Straight",1
670454484,"FALSE","finalized",3,"2/10/15 2:18","Omaha, Ne",1,"3-Apr-24",1,"White",1,"Deist",1,"Bisexual",0.6667
670454485,"FALSE","finalized",3,"2/10/15 2:05","Newton, Ma",1,"8-Feb-25",1,"White",1,"Roman Catholic",1,"Straight",1
670454486,"FALSE","finalized",3,"2/10/15 3:48","Mount Vernon, Ny",1,"4-Nov-18",1,"White",1,"Na",1,"Straight",1
670454487,"FALSE","finalized",3,"2/10/15 1:51","New York City",1,"22-Apr-37",1,"White",1,"Atheist",1,"Straight",1
670454488,"FALSE","finalized",3,"2/10/15 3:45","South Kensington, London, England",1,"28-Sep-16",1,"White",1,"Na",1,"Straight",1
670454489,"FALSE","finalized",3,"2/10/15 1:56","Brooklyn, Ny",1,"29-Oct-47",1,"White",1,"Jewish",1,"Straight",1
670454490,"FALSE","finalized",3,"2/10/15 1:51","Yonkers, Ny",1,"29-Dec-38",1,"White",1,"Roman Catholic",1,"Straight",1
670454491,"FALSE","finalized",3,"2/10/15 4:14","Los Angeles, Ca",1,"8-Aug-37",1,"White",1,"Jewish",1,"Straight",1
670454492,"FALSE","finalized",3,"2/10/15 2:29","New York City",1,"17-Aug-43",1,"White",1,"Roman Catholic",1,"Straight",1
670454493,"FALSE","finalized",3,"2/10/15 4:02","Grand Island, Ne",1,"16-May-05",1,"White",1,"Na",1,"Straight",1
670454494,"FALSE","finalized",3,"2/10/15 2:01","Scarborough, Yorkshire, England",1,"31-Dec-43",1,"Multiracial",1,"Quaker",1,"Straight",1
670454495,"FALSE","finalized",3,"2/10/15 1:52","San Diego, Ca",1,"5-Jan-31",1,"White",1,"Na",1,"Straight",1
670454496,"FALSE","finalized",3,"2/10/15 2:03","Pittsburgh, Pa",1,"24-Oct-39",1,"Middle Eastern",1,"Na",1,"Straight",1
670454497,"FALSE","finalized",3,"2/10/15 2:00","Washington, Dc",1,"20-Mar-50",1,"White",1,"Lutheran",1,"Straight",1
670454498,"FALSE","finalized",3,"2/10/15 2:10","Shaker Heights, Oh",1,"26-Jan-25",1,"White",1,"Jewish",1,"Straight",1
670454499,"FALSE","finalized",3,"2/10/15 1:51","New Brunswick, Nj",1,"25-Sep-44",1,"White",1,"Jewish",1,"Straight",1
670454500,"FALSE","finalized",3,"2/10/15 1:58","Los Angeles, Ca",1,"8-Aug-37",1,"White",1,"Jewish",1,"Straight",1
670454501,"FALSE","finalized",3,"2/10/15 4:06","London, England",1,"29-Apr-57",1,"White",1,"Na",1,"Straight",1
670454502,"FALSE","finalized",3,"2/10/15 1:59","Cowes, Isle of Wight, England",1,"19-Sep-48",1,"White",1,"Na",1,"Straight",1
670454503,"FALSE","finalized",3,"2/10/15 3:51","Port Talbot, Wales",1,"31-Dec-37",1,"White",1,"Na",1,"Straight",1
670454504,"FALSE","finalized",3,"2/10/15 3:56","East Harlem, New York City",1,"25-Apr-40",1,"White",1,"Roman Catholic",1,"Straight",1
670454505,"TRUE","golden",84,,"Concord, Ca",1,"9-Jul-56",0.9648,"White",1,"Born-Again Christian",1,"Straight",1
670454506,"FALSE","finalized",3,"2/10/15 1:56","Concord, Ca",1,"9-Jul-56",1,"White",1,"Born-Again Christian",1,"Straight",1
670454507,"FALSE","finalized",3,"2/10/15 2:10","Long Beach, Ca",1,"7-Jan-64",1,"White",1,"Roman Catholic",1,"Straight",1
670454508,"FALSE","finalized",3,"2/10/15 2:08","Toowoomba, Queensland, Australia",1,"6-Jul-51",1,"White",1,"Na",1,"Straight",1
670454509,"FALSE","finalized",3,"2/10/15 1:49","New York City",1,"22-Apr-37",1,"White",1,"Atheist",1,"Straight",1
670454510,"FALSE","finalized",3,"2/10/15 1:59","Misericordia, Arezzo, Tuscany, Italy",1,"27-Oct-52",1,"White",1,"Na",1,"Straight",1
670454511,"FALSE","finalized",3,"2/10/15 4:08","South Orange, Nj",1,"26-Jul-59",1,"White",1,"Na",1,"Matter of Dispute",0.6667
670454512,"FALSE","finalized",3,"2/10/15 4:07","Wellington, New Zealand",1,"7-Apr-64",1,"White",1,"Na",0.6562,"Straight",1
670454513,"FALSE","finalized",3,"2/10/15 1:49","Mount Vernon, Ny",1,"28-Dec-54",1,"Black",1,"Protestant",1,"Straight",1
670454514,"FALSE","finalized",3,"2/10/15 2:05","New York City",1,"14-Apr-73",1,"White",1,"Jewish",1,"Straight",1
670454515,"FALSE","finalized",3,"2/10/15 2:04","Burbank, Ca",1,"17-Aug-60",1,"White",1,"Roman Catholic",1,"Straight",1
670454516,"FALSE","finalized",3,"2/10/15 2:02","Terrell, Tx",1,"13-Dec-67",1,"Black",1,"Baptist",1,"Straight",1
670454517,"FALSE","finalized",3,"2/10/15 1:59","Fairport, Ny",1,"23-Jul-67",1,"White",1,"Na",1,"Straight",1
670454518,"FALSE","finalized",3,"2/10/15 2:07","Longview, Tx",1,"15-Jul-61",1,"Black",1,"Na",1,"Straight",1
670454519,"FALSE","finalized",3,"2/10/15 2:07","London, England",1,"29-Apr-57",1,"White",1,"Na",1,"Straight",1
670454520,"FALSE","finalized",3,"2/10/15 2:04","Burbank, Ca",1,"17-Aug-60",1,"White",1,"Roman Catholic",1,"Straight",1
670454521,"FALSE","finalized",3,"2/10/15 2:05","Los Angeles, Ca",1,"4-Dec-49",1,"White",1,"Lutheran",1,"Straight",1
670454522,"FALSE","finalized",3,"2/10/15 2:19","Grayshott, Hampshire, England",1,"10-Sep-60",1,"White",1,"Na",1,"Straight",1
670454523,"FALSE","finalized",3,"2/10/15 3:53","Rueil-Malmaison, Hauts-De-Seine, France",1,"19-Jun-72",1,"White",1,"Na",1,"Straight",1
670454524,"FALSE","finalized",3,"2/10/15 2:00","London, England",1,"29-Apr-57",1,"White",1,"Na",1,"Straight",1
670454525,"FALSE","finalized",3,"2/10/15 2:18","Uvalde, Tx",1,"4-Nov-69",1,"White",1,"Na",1,"Straight",1
670454526,"FALSE","finalized",3,"2/10/15 1:51","Swampscott, Ma",1,"25-Jul-1894",1,"White",1,"Na",1,"Straight",1
670454527,"FALSE","finalized",3,"2/10/15 1:48","Vienna, Austria",1,"22-Mar-1896",1,"White",1,"Na",1,"Straight",1
670454528,"FALSE","finalized",3,"2/10/15 1:59","Swampscott, Ma",1,"25-Jul-1894",1,"White",1,"Na",1,"Straight",1
670454529,"FALSE","finalized",3,"2/10/15 3:58","Elizabeth, Nj",1,"11-Jul-1892",1,"White",1,"Na",1,"Straight",1
670454530,"FALSE","finalized",3,"2/10/15 3:50","Swampscott, Ma",1,"25-Jul-1894",1,"White",1,"Na",1,"Straight",1
670454531,"FALSE","finalized",3,"2/10/15 4:07","London, England",1,"27-Jul-1880",1,"White",1,"Na",1,"Straight",1
670454532,"TRUE","golden",90,,"Walters, Ok",1,"13-Dec-10",1,"White",1,"Na",1,"Straight",1
670454533,"FALSE","finalized",3,"2/10/15 1:56","Savannah, Ga",1,"17-Jun-1877",1,"White",1,"Na",1,"Straight",1
670454534,"FALSE","finalized",3,"2/10/15 2:16","Dublin, Ireland",1,"10-Mar-1888",1,"White",1,"Protestant",1,"Na",1
670454535,"FALSE","finalized",3,"2/10/15 3:51","New York City",1,"2-Nov-1901",1,"White",1,"Na",1,"Straight",1
670454536,"FALSE","finalized",3,"2/10/15 2:04","North Sydney, Nova Scotia, Canada",1,"14-Jan-14",1,"White",1,"Na",1,"Straight",1
670454537,"FALSE","finalized",3,"2/10/15 2:07","Vale of Glamorgan, Wales",1,"26-Sep-1875",0.6667,"White",1,"Na",1,"Na",1
670454538,"FALSE","finalized",3,"2/10/15 2:05","Toronto, Ontario, Canada",1,"6-Apr-1884",1,"White",1,"Na",1,"Straight",1
670454539,"FALSE","finalized",3,"2/10/15 2:18","Lima, Oh",1,"7-Nov-1903",1,"White",1,"Na",1,"Straight",1
670454540,"FALSE","finalized",3,"2/10/15 2:08","St. Petersburg, Russia",1,"3-Jul-06",1,"White",1,"Na",1,"Straight",1
670454541,"FALSE","finalized",3,"2/10/15 1:52","Chicago, Il",1,"22-Mar-12",1,"White",1,"Na",1,"Straight",1
670454542,"FALSE","finalized",3,"2/10/15 1:51","Chihuahua, Mexico",1,"21-Apr-15",1,"Hispanic",1,"Na",1,"Straight",1
670454543,"FALSE","finalized",3,"2/10/15 2:06","Hoboken, Nj",1,"12-Dec-15",1,"White",1,"Na",1,"Straight",1
670454544,"FALSE","finalized",3,"2/10/15 3:51","New York City",1,"10-Sep-15",1,"White",1,"Roman Catholic",1,"Straight",1
670454545,"FALSE","finalized",3,"2/10/15 2:04","Newton, Ma",1,"8-Feb-25",1,"White",1,"Roman Catholic",1,"Straight",1
670454546,"FALSE","finalized",3,"2/10/15 3:58","Chihuahua, Mexico",1,"21-Apr-15",1,"Hispanic",1,"Na",1,"Straight",1
670454547,"FALSE","finalized",3,"2/10/15 4:06","New York City",1,"5-Feb-19",1,"White",1,"Jewish",1,"Straight",1
670454548,"FALSE","finalized",3,"2/10/15 1:51","Hunt City, Il",1,"14-Jun-09",1,"White",1,"Na",1,"Straight",1
670454549,"FALSE","finalized",3,"2/10/15 2:03","Marian Glas, Anglesey, Wales",1,"30-May-12",1,"White",1,"Na",1,"Na",1
670454550,"FALSE","finalized",3,"2/10/15 2:15","London, England",1,"16-Apr-21",1,"White",1,"Na",1,"Straight",1
670454551,"FALSE","finalized",3,"2/10/15 2:04","Norwood, Oh",1,"16-Sep-34",1,"White",1,"Na",1,"Gay",1
670454552,"FALSE","finalized",3,"2/10/15 2:03","Hartford, Ct",1,"25-Mar-1901",1,"White",1,"Na",1,"Straight",1
670454553,"FALSE","finalized",3,"2/10/15 2:16","Macon, Ga",1,"5-Apr-1901",1,"White",1,"Jewish",1,"Straight",1
670454554,"FALSE","finalized",3,"2/10/15 1:51","London, England",1,"16-Apr-21",1,"White",1,"Na",1,"Straight",1
670454555,"FALSE","finalized",3,"2/10/15 2:03","Bronx, Ny",1,"4-Nov-19",1,"White",1,"Na",1,"Straight",1
670454556,"FALSE","finalized",3,"2/10/15 1:59","New York City",1,"1-Oct-20",1,"White",1,"Jewish",1,"Straight",1
670454557,"FALSE","finalized",3,"2/10/15 2:04","New York City",1,"18-Feb-25",1,"White",1,"Na",1,"Straight",1
670454558,"TRUE","golden",84,,"Malden, Ma",0.9595,"16-Jun-07",1,"White",1,"Na",1,"Na",1
670454559,"FALSE","finalized",3,"2/10/15 2:14","St. Cloud, Mn",1,"4-Nov-13",1,"White",1,"Na",1,"Straight",1
670454560,"FALSE","finalized",3,"2/10/15 1:48","Felixstowe, Suffolk, England",1,"22-Feb-08",1,"White",1,"Na",1,"Straight",1
670454561,"FALSE","finalized",3,"2/10/15 1:56","Shidler, Ok",1,"13-Jun-18",1,"White",1,"Na",1,"Straight",1
670454562,"FALSE","finalized",3,"2/10/15 1:52","Cleveland, Oh",1,"11-Apr-32",1,"White",1,"Jewish",1,"Gay",1
670454563,"FALSE","finalized",3,"2/10/15 2:07","Bucharest, Romania",1,"22-Sep-1902",1,"White",1,"Na",1,"Straight",0.6667
670454564,"FALSE","finalized",3,"2/10/15 1:53","New York City",1,"17-Aug-43",1,"White",1,"Roman Catholic",1,"Straight",1
670454565,"FALSE","finalized",3,"2/10/15 1:48","New York City",1,"20-Jan-1896",1,"White",1,"Jewish",1,"Straight",1
670454566,"TRUE","golden",91,,"Chicago, Il",1,"26-Jul-22",0.9596,"White",1,"Na",1,"Straight",1
670454567,"FALSE","finalized",3,"2/10/15 1:53","Chicago, Il",1,"26-Jul-22",1,"White",1,"Na",1,"Straight",1
670454568,"FALSE","finalized",3,"2/10/15 1:46","Astoria, Ny",1,"31-Mar-43",1,"White",1,"Na",1,"Straight",1
670454569,"FALSE","finalized",3,"2/10/15 2:09","Macon, Ga",1,"5-Apr-1901",1,"White",1,"Jewish",1,"Straight",1
670454570,"FALSE","finalized",3,"2/10/15 2:18","Malibu, Ca",1,"16-Aug-60",1,"White",1,"Na",1,"Straight",1
670454571,"FALSE","finalized",3,"2/10/15 2:07","London, England",0.6667,"14-Apr-04",1,"White",1,"Na",1,"Gay",1
670454572,"FALSE","finalized",3,"2/10/15 3:50","Brooklyn, Ny",1,"27-May-36",1,"Black",1,"Na",1,"Straight",1
670454573,"FALSE","finalized",3,"2/10/15 2:03","New York City",1,"22-Apr-37",1,"White",1,"Atheist",1,"Straight",1
670454574,"FALSE","finalized",3,"2/10/15 1:51","Samrong Young, Cambodia",1,"22-Mar-40",1,"Asian",1,"Buddhist",1,"Straight",1
670454575,"FALSE","finalized",3,"2/10/15 2:04","Kenosha, Wi",1,"31-May-04",1,"White",1,"Roman Catholic",1,"Straight",1
670454576,"FALSE","finalized",3,"2/10/15 1:55","Bermondsey, England",1,"14-Mar-33",1,"White",1,"Na",1,"Straight",1
670454577,"FALSE","finalized",3,"2/10/15 3:50","Edinburgh, Scotland",1,"25-Aug-30",1,"White",1,"Roman Catholic",1,"Straight",1
670454578,"FALSE","finalized",3,"2/10/15 2:18","St. Louis, Mo",1,"24-Oct-47",1,"White",1,"Roman Catholic",1,"Straight",1
670454579,"FALSE","finalized",3,"2/10/15 2:04","Mount Vernon, Ny",1,"28-Dec-54",1,"Black",1,"Protestant",1,"Straight",1
670454580,"FALSE","finalized",3,"2/10/15 2:09","Newark, Nj",1,"9-Feb-43",1,"White",1,"Na",1,"Straight",1
670454581,"FALSE","finalized",3,"2/10/15 1:57","Lattimer Mines, Pa",1,"18-Feb-19",1,"White",1,"Na",1,"Straight",1
670454582,"FALSE","finalized",3,"2/10/15 1:47","San Bernardino, Ca",1,"30-Jan-30",1,"White",1,"Na",1,"Straight",1
670454583,"FALSE","finalized",3,"2/10/15 2:04","San Saba, Tx",1,"15-Sep-46",1,"White",1,"Na",1,"Straight",1
670454584,"FALSE","finalized",3,"2/10/15 2:11","Brooklyn, Ny",1,"20-Jun-31",1,"White",1,"Jewish",1,"Straight",1
670454585,"FALSE","finalized",3,"2/10/15 2:11","South Orange, Nj",1,"26-Jul-59",1,"White",1,"Na",1,"Matter of Dispute",1
670454586,"FALSE","finalized",3,"2/10/15 4:21","Bronx, Ny",1,"2-Jan-68",1,"Black",1,"Na",1,"Straight",1
670454587,"FALSE","finalized",3,"2/10/15 4:08","Chicago, Il",1,"21-Jul-51",1,"White",1,"Anglican/episcopalian",1,"Straight",1
670454588,"TRUE","golden",62,,"Laurel, Ne",1,"31-Aug-28",1,"White",1,"Na",1,"Straight",1
670454589,"FALSE","finalized",3,"2/10/15 2:12","Bermondsey, England",1,"14-Mar-33",1,"White",1,"Na",1,"Straight",1
670454590,"FALSE","finalized",3,"2/10/15 2:04","Santurce, Puerto Rico",1,"19-Feb-67",1,"Hispanic",1,"Na",1,"Straight",1
670454591,"FALSE","finalized",3,"2/10/15 2:05","Lincoln, Lincolnshire, England",1,"24-May-49",1,"White",1,"Na",1,"Straight",1
670454592,"FALSE","finalized",3,"2/10/15 2:15","Kansas City, Mo",1,"9-Jul-51",1,"White",1,"Na",1,"Straight",1
670454593,"FALSE","finalized",3,"2/10/15 2:14","West Covina, Ca",1,"16-Oct-58",1,"White",1,"Roman Catholic",1,"Straight",1
670454594,"FALSE","finalized",3,"2/10/15 3:55","Memphis, Tn",1,"1-Jun-37",1,"Black",1,"Na",1,"Straight",1
670454595,"FALSE","finalized",3,"2/10/15 4:02","Lexington, Ky",1,"6-May-61",1,"White",1,"Na",1,"Straight",1
670454596,"FALSE","finalized",3,"2/10/15 2:15","Brooklyn, Ny",1,"26-Mar-34",1,"White",1,"Jewish",1,"Straight",1
670454597,"FALSE","finalized",3,"2/10/15 3:50","Las Palmas De Gran Canaria, Canary Islands",1,"1-Mar-69",1,"Hispanic",1,"Na",1,"Straight",1
670454598,"FALSE","finalized",3,"2/10/15 1:59","Perth, Australia",1,"4-Apr-79",1,"White",1,"Na",1,"Straight",1
670454599,"FALSE","finalized",3,"2/10/15 2:05","Na",1,"4-Oct-56",1,"White",1,"Na",1,"Straight",1
670454600,"FALSE","finalized",3,"2/10/15 1:59","Haverfordwest, Pembrokeshire, Wales",1,"30-Jan-74",1,"White",1,"Na",1,"Straight",1
670454601,"FALSE","finalized",3,"2/10/15 1:57","Toronto, Ontario, Canada",1,"13-Dec-29",1,"White",1,"Na",1,"Straight",1
670454602,"FALSE","finalized",3,"2/10/15 2:00","Na",0.6571,"4-Oct-56",1,"White",0.6571,"Na",1,"Straight",0.6571
670454603,"FALSE","finalized",3,"2/10/15 2:08","Bossier City, La",1,"26-Dec-71",1,"White",1,"Na",1,"Straight",1
670454604,"FALSE","finalized",3,"2/10/15 1:57","Philadelphia, Pa",1,"6-Oct-06",1,"White",1,"Na",1,"Straight",1
670454605,"FALSE","finalized",3,"2/10/15 1:51","Toronto, Ontario, Canada",1,"8-Apr-1892",1,"White",1,"Na",1,"Straight",1
670454606,"FALSE","finalized",3,"2/10/15 2:03","Montreal, Quebec, Canada",1,"10-Aug-1902",1,"White",1,"Na",1,"Straight",1
670454607,"FALSE","finalized",3,"2/10/15 2:05","Cobourg, Ontario, Canada",1,"2-Nov-1868",1,"White",1,"Na",1,"Straight",1
670454608,"FALSE","finalized",3,"2/10/15 1:49","Washington, Dc",1,"10-Oct-1900",1,"White",1,"Na",1,"Straight",1
670454609,"FALSE","finalized",3,"2/10/15 4:06","Hartford, Ct",1,"12-May-07",1,"White",1,"Atheist",1,"Bisexual",1
670454610,"FALSE","finalized",3,"2/10/15 1:59","Paris, France",1,"13-Sep-1903",1,"White",1,"Na",1,"Straight",1
670454611,"FALSE","finalized",3,"2/10/15 2:03","Lowell, Ma",1,"5-Apr-08",1,"White",1,"Na",1,"Straight",1
670454612,"FALSE","finalized",3,"2/10/15 2:11","Dusseldorf, Germany",1,"12-Jan-10",1,"White",1,"Jewish",1,"Straight",1
670454613,"FALSE","finalized",3,"2/10/15 3:58","Dusseldorf, Germany",1,"12-Jan-10",1,"White",1,"Jewish",1,"Straight",1
